week	Spectral 0	Spectral 1	Spectral 2
0	12.069198707377145	0.0	17.04251493745729
1	27.140041911594505	0.0	13.3476240296737
2	9.061480704453611	0.0	32.40810945737122
3	24.116835043066175	0.0	17.970652245782485
4	17.2236677732397	0.0	4.729247145054664
5	9.17396228558977	0.0	4.614513807801338
6	3.8461667641993365	0.0	0.26867699184546223
7	17.99905574671459	0.0	8.005917653655613
8	10.775599453428564	0.0	10.742997479363595
9	4.0423924653707175	6.078178355074603e-14	11.64330142066535
