week	Gen 0	Gen 1	Gen 2
0	99.64101093547988	7.776923074966565	91.853059713185
1	99.57836329085845	-5.000726159674729	96.78897574300952
2	92.37432924275838	31.364482338988488	12.766611081053378
3	99.6330878539735	10.606546199537407	90.35341557839006
4	98.35051313217842	-7.380473737472121	95.75739386488922
5	99.6472070892547	1.4497299303790407	99.04693587111848
6	99.57081821559875	-9.40599082741751	99.48265639210976
7	97.15146794489398	2.0337050528130214	98.80725267626138
8	92.26111730335525	-11.66117420626044	99.66102350469997
9	99.72591262537449	5.614789151715308	74.05601811241031
