week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	92.9144748774401	69.07345633662825	93.72795650652705	93.21011354701545	98.13099325953986	-2.264954660987532
1	96.14297448500683	81.42724411304933	95.6962791452899	96.21403578860426	94.89999677268207	-15.311971839097232
2	72.44786207721242	1.586492413959888	94.56494384002039	69.71430083136526	98.77996987466041	24.27869680663801
3	97.2317708754194	77.21293894716821	98.27124517388938	95.525796588711	98.01960043410594	0.5946477852902848
4	88.04339787578596	90.33449930797485	96.98188014236888	94.16394779769043	97.25799815627477	-17.89987883418911
5	93.31358433439085	93.51679494194127	97.18258989307559	94.79859055789235	97.82129833597075	-2.8912113721980974
6	73.66634768564519	90.39285728882658	99.57068041037179	96.68737720702958	98.29895712290887	-19.5713937046463
7	90.92954653880277	86.86938305067527	95.07711612136355	95.79246992267616	95.46511177832816	-5.126947501943648
8	84.31235143341237	40.1061180586609	88.28963880446402	97.19158004684007	96.16089217504775	-20.36362857374777
9	78.96261673204518	65.29481585665347	96.05097728785849	96.95630946207727	96.21941553748303	-3.9333556729684425
