week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-3.0908737324011306	71.62019672206915	92.5952814380193	53.687953598429495	95.24113777206775	77.14327632635272	90.00611255173216	94.93230201843548	70.50385768798785
1	-15.64434717550215	80.36166048109283	73.18515367661527	73.4035876166207	92.44345464606613	69.17661591840285	95.00058791012593	91.79344556211588	90.49285893864747
2	15.389677467775833	61.94908874655633	77.88819830242039	-24.54882851801021	94.18677243590666	95.49196657428747	68.41294674118097	96.33596173778263	83.09606393313496
3	43.274874371944506	69.7072988363934	-32830.770118038614	73.29056711412593	95.6028148126184	93.22094892036878	96.75092957426526	95.9236337920619	92.3048114500056
4	71.17666220991397	86.93710543824199	-5881999.573795022	81.39978263169529	92.29715772103282	96.63273202665148	92.40901173210099	95.07763923118078	93.43078934242132
5	94.91923203867019	89.17648927339256	-Infinity	89.26761675462743	92.64612855586823	87.5699795387231	91.66616144098259	92.69365333501496	93.054729823021
6	90.96924306526584	93.39695843997286	-3863960.2702238997	96.63498808827089	98.36977269712351	97.95451014422538	94.13264530226752	99.1386338795226	95.10130298051187
7	16.060427616096316	37.03453503347799	-2506.110012451191	34.08748980694069	81.48474193132925	69.57912683285048	63.82012218017208	78.32861169248547	72.58639001812621
8	-18.95194072631861	34.24155560305365	42.30176360680943	80.02986792063774	85.32876358557063	60.99520531448409	59.213773786166826	84.84148739819737	77.65454064005702
9	1.40267333886813	71.20803102943636	-1393.9337658777831	73.94015961225374	89.87912013922764	79.08188914576543	62.122866984918836	93.47438632253404	72.91496889448777
