week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6
0	1.2356877741384427	4.457082273650421	21.521983254206845	110.16690278096627	0.774683644543769	5.148136492197899	1.2412900205656898
1	0.7831043122903019	5.944302815285926	12.475946788996822	157.2741692205709	0.46698552152275674	2.5726517841479843	2.208337738057409
2	0.19173624718684112	3.587117665374528	15.86290273922937	50.354320952963036	1.1364150198705563	1.5978979698739977	3.0577762017021257
3	0.3922291581103634	3.327162767561621	21.727498563804033	78.18122375373173	1.3339231182377107	1.6095137301320595	1.0158513333663155
4	1.1915526164897328	4.4249101619055935	44.751107593650715	147.2476069458629	1.2805230793795221	0.8667692441713957	0.9784384376263251
5	0.5910754058154792	3.6995181403829225	25.1924773162512	245.5624645232234	0.968973138433034	0.03681574476439664	0.7191685195347519
6	0.16707340384754077	4.002137866641622	44.91640280620868	128.85097904135387	1.7694942256877724	3.1056424069449715	0.7924758911148846
7	0.9552983016525878	3.1991013616896815	23.269960580114287	107.56808655416131	0.6134525148814021	0.037343475780842184	1.056541438803209
8	1.5447028632732547	5.7300628646509395	20.10077243092269	127.95357849464108	0.7065585731752915	0.0905234488137161	1.1456907870753357
9	1.059175226560249	3.4185108958805266	27.360736248074232	101.15918970881029	1.3611167414805436	4.7607573911306	1.12474457764689
