week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	113.1026658513128	0.04246334812553207	0.8183904454243534	0.46003176906023646	6.512151840573633	0.031442535960827245	1.8310620010353575	0.054180734888176124
1	172.4345032553637	0.05809952416373904	0.7681746780343897	0.5743334330540022	3.7898453625464716	0.3192977134149342	0.4429661077256222	0.2610115722499383
2	41.266426875070294	0.022397333289551014	0.17116359551993385	1.310331849030738	10.963997111221847	0.045708771982204535	0.9733284698016555	0.20311638403145246
3	86.64963134351113	0.04658918574446197	0.7531042842048477	0.36585853202851254	1.4667270233876561	0.05387273600305994	0.6737091882495255	0.2332710462434641
4	199.0051087032354	0.05550130575207142	3.134764647163158	0.7069815738281381	0.849018360370536	0.03624062123916519	2.483397099714876	0.08285655106396214
5	268.07188304903457	0.06680673113491224	1.5792665068117009	0.8955397717119405	0.34220276365801816	0.04290264527542778	1.0826741061655072	0.13493947632963318
6	174.53436719880023	0.03923299432971812	1.850627814479652	0.4926775096624401	0.6717986360121798	0.0074474864808224015	4.492078642490805	0.034480327017960985
7	124.13597565318557	0.13732113848062422	1.0105968801338236	1.5738800029264381	0.05701582328458886	0.08112108855072557	3.029413332539384	1.5983537105428514
8	165.515247195532	0.0752018191096039	4.484447518956046	2.1387143738506373	0.08573128266233608	0.04421457969276301	1.4978700731911223	0.27401299688431213
9	117.20452882725283	0.056101654081797896	0.8752754698649641	2.9099560350067994	3.1890391109465175	1.6847909976402249	1.4816777765554567	0.1286428210145395
