week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	112.51689297657552	0.034333085314586766	0.02758224072958825	6.200103427538279	0.39379444056987417	0.19350647657879333	1.49018740104365
1	171.1845587978845	0.06673310742422414	0.03355816009611572	4.904756619507175	0.7581114397905026	0.56998174327246	0.5531223899362423
2	42.02286858568746	0.09519557171336071	0.06892452945815596	12.236651841622297	0.35821185844593123	0.3412932302571789	0.0975538797357492
3	87.65704691207712	0.20043523487798262	0.04795916154526751	1.6183479752489285	0.22375205473691998	0.2737230461619858	0.3285014114153574
4	201.15272809554364	0.1453198846542194	0.04599341782985532	1.4044688569110064	0.1886889915151547	0.5455670016220288	3.1334207659570956
5	268.1810975604912	0.12685553084435977	0.03985330488135793	0.5424589721057806	0.7843900765636374	0.7544565897965732	1.5910516334139706
6	178.28315513391777	0.02281566493575752	0.0025011202468894094	1.26972669741372	0.2164562773651443	0.31729664816655945	1.990404871183468
7	127.90453467399756	0.06685539490545997	0.03183582706693551	0.8093622707161665	0.6521929108694413	1.0372534905943187	0.8790362394871065
8	163.82485409767077	0.05732985272489819	0.015145089533493125	0.7183450465593512	1.1450036530001355	3.629705765069389	4.555376101812195
9	117.12094935191985	0.027799835364611045	1.6036713103955202	4.367912886857612	0.401584357869053	1.9149936506589196	2.1818113029457993
