week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	94.44072899401856	81.93235429013171	97.40667099123496	97.83795809973584	5.855733577588008
1	95.57832999590123	86.65173317356594	98.92532083474896	98.48906096603599	-8.366378089510631
2	82.37248158038952	-4.766906251666418	91.734483295843	88.8932379137955	28.020230984782373
3	95.75450334116212	83.15876408552	98.69839895890058	97.64200539797478	9.176958316268347
4	87.33294119068148	91.23361546234348	96.5920323473036	97.15176820992997	-9.247008856788105
5	87.99312748927747	97.10506703157054	94.74292651741794	97.0594778352732	0.7630631009824236
6	93.336555234035	93.29090569785829	94.20878262884621	98.88525834339403	-10.609361712680684
7	81.02349443132725	95.28701813526376	87.9197830569759	95.38245228189105	1.6479591601726906
8	73.05192223719686	96.6444827215133	83.31339525748325	96.08766757824286	-12.859040652878434
9	88.29695172465374	67.4121810694949	97.34551108428569	97.61031072335444	3.628679682570964
