week	Gen 0	Gen 1	Gen 2	Gen 3
0	16.511636490420017	1.4400335223118468	106.7648848357569	2.775488472952162
1	18.31662088743508	2.758186297233639	145.28969284088828	2.7262769959140556
2	11.668798301195608	3.55895214218042	42.13525031487944	1.9743245812743346
3	7.7898204901956305	1.8701853577570517	87.1990080118868	2.097294570482079
4	10.91930078553014	2.245151587450067	184.18009044636665	2.6833330244282116
5	5.723345569355857	1.4236492309778885	266.4286265889019	1.971455757828604
6	13.648430117835588	3.027890395418016	163.26557032134326	3.530747245532835
7	6.338121008431202	0.7812098798297233	123.40009388543297	2.7652252340631343
8	11.10362861114212	1.0066040282043875	136.2394337563528	3.4462128680469135
9	14.677122662322617	1.8098669802090903	113.34042909755021	3.0169930488640446
