week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	96.2909397451474	80.34438973975628	97.1385938903228	98.67430116024775	6.010660871344076
1	94.34099127286841	90.29354157886242	98.89342392088226	98.71017271832633	-8.583161076390965
2	82.21651027697067	-4.693183004610568	92.0844341570749	88.6138854054698	29.51489594960583
3	95.29790982022551	83.37664222844529	98.80389729276787	98.08247927733346	9.178247611484258
4	89.62098004444474	92.06787689906892	96.33530861082026	98.04539097260017	-9.314434678350542
5	88.6230136014421	94.44053998403812	94.46292236642229	97.37834979456684	0.8058103491727362
6	94.28478313085517	93.89983447849033	90.52757181977098	98.84512901391474	-10.571880607757524
7	75.00766071852469	97.11663204505561	92.34067039477657	94.46932880718589	1.8268387942637414
8	69.3549050184753	97.35492325281994	55.69946449188452	97.04356808888186	-12.002903198525411
9	80.78630878053355	63.39159299525431	96.64957007170798	98.32776616925716	4.4661057091156575
