week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	0.28752820024851183	2.4663094922928623	7.690349731392966	1.0765867006610235	0.8964040148317334	111.40198878443343	2.232467813994035	0.08149476289834229	0.09462527392166861	0.018965471174163348
1	0.45089804862257626	1.8960700727729851	6.457409396757962	1.0422682445494833	1.0083643877668897	168.11396601342594	0.6143120403570765	0.09102734707960365	0.19781566145359264	0.03752008640236629
2	0.7953778445175538	3.017678015203969	11.25457731700393	0.14397264504198998	0.8301857099642161	42.985948525277614	0.8502220698130668	0.04279282957909853	0.2547315045511764	0.022051670182200847
3	0.16213448399358352	2.188573149274077	1.9243279387651016	0.19957233391037305	1.5516130179296066	83.72954886466583	1.5464942505468757	0.05456624380733316	0.06376043039576738	0.011161402702650793
4	0.18818717840042284	7.329650178294126	1.1497350741231787	0.530802378710746	4.108521741774227	191.3723156501845	2.615160449818344	0.04666665807666508	0.050195292164203674	0.021604037715676684
5	0.1584080755530395	6.366900576387468	0.41501634235673907	0.7634517501227163	3.030905429876765	261.29694179156536	1.390271297178191	0.05984129169127247	0.02515235858775921	0.02534518748791356
6	0.03150288999887936	7.528509529447973	0.9331026228029449	0.46155527771551624	4.924680289350723	164.23394645820662	4.235989057906314	0.007270397969083636	0.004790107323738872	0.011090792531029847
7	0.3770265948070773	2.3536245586051887	0.018737877712610946	0.8706907793206938	2.6200212117873916	114.81940069253773	1.1134836983750156	0.06592478382701647	11.307861428370567	0.05034100311120999
8	0.2076449290814608	3.7203075892533506	0.17706300812380243	1.2095025901253653	8.196553287377725	162.16323800111923	1.2992745001498731	0.05371767940208091	0.3442105339038446	0.052083419845939304
9	0.09806486993816943	5.417247595083708	3.8875907780978816	0.30920478333581747	4.026937732456848	112.70769696907794	1.0297097785107319	1.7178478417176197	0.06291005300649018	0.03692568983930904
