week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	104.0724628200997	0.5529301136250941	4.405225056695613	2.228500831371507	12.154300421116517	0.32283184254729846	6.026310980308757	0.7970918554390973
1	147.07394970485666	0.459644856926376	2.425953650106937	4.690655923695044	11.870071878063612	0.7892146626065037	4.433878158621269	2.05364223380513
2	39.950061565852224	0.4290620889826644	1.730967500345372	5.0062493537872506	8.547373199442134	0.9115304976149501	4.889553670828114	1.8874569454817456
3	82.1917408684584	0.8586112081583863	2.1658051616339478	3.6440927283880935	5.450984966924153	0.6033659183548821	4.996537675452338	1.5747209438347651
4	173.17021485468604	0.7110275150813701	8.652472221248324	3.4089960805694233	4.971103455299577	0.3822639891770496	8.611292137421763	1.6971813808637268
5	261.5433540270627	0.4266774825875417	4.332702790890838	3.8677211624913603	2.1140493534581566	0.275150579477188	4.595630379012455	1.2424227030235517
6	150.87903780676146	0.8247631611369126	8.491575631282434	4.42905240484213	5.1541088849578145	0.5546767912273403	12.65542608021375	0.766449683596361
7	123.85115208003208	0.38500702096749695	2.646995919345578	3.6754565265759673	0.23235505839520698	0.15894925206423194	3.340676768897744	1.133630617792189
8	133.30432992516307	0.8080897638227507	7.392883460601432	5.29614738575664	0.8407863853100928	0.3466196185366659	3.8557114616299373	1.070184384204202
9	111.35950076128415	0.6317868415280792	4.607988870471953	7.604044458932304	6.1424629101923145	0.5231593658192328	4.759449015502099	1.202369801030727
