week	Gen 0	Gen 1	Gen 2	Gen 3
0	85.2825123673362	99.53143735169846	2.2787598310108055	99.14480613185479
1	96.36091534023564	99.13790015720207	-9.625913451772782	98.71174790826244
2	1.2689739300884395	93.98929422297692	32.8509246719979	98.61198357658245
3	88.4129804423191	99.49596565334498	10.487085606553032	98.05488627667603
4	96.09459600620052	97.52990956425145	-9.598281073385847	99.27446289614052
5	98.87845429414574	99.43139249307227	0.4770447843514276	97.64171463882457
6	96.24562942096442	99.1646374131357	-11.086215912889925	99.0626897276912
7	96.09227849212752	97.95452915090291	1.4095201736129992	97.17124050132196
8	72.27111068259747	98.23822884091187	-12.343312229706868	98.63960180522356
9	80.80735070182216	98.77107739104346	3.5500926111576994	97.95511646076483
