week	Spectral 0
0	123.48398922737147
1	165.65527119474825
2	55.154390436235474
3	92.27557604218339
4	196.67107434094487
5	272.9026583288271
6	183.4567133605409
7	131.5294659949061
8	150.33314666897297
9	130.67269271127975
