week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	0.2118372220203055	93.72766905941286	78.96050543438533	90.83792037593746	67.11053127818407	94.51814851638005	74.71160621044753	96.21949175629393
1	-11.103503917281559	90.76364245175768	86.51502688693098	88.92135788738656	79.89835948778993	88.11591123905775	91.64990359041204	84.68985441036082
2	27.024667407831704	96.30628885753303	90.07264720048315	72.43160371048522	-22.591051892745327	95.14619912891342	83.30287445334342	89.65920836685541
3	6.001777324192392	95.32510516555826	51.805137677550405	82.06512530176859	77.07760153802663	91.79570801848935	90.35753028636367	92.51608747206859
4	-12.299918985619247	92.38866352974014	62.73949554770195	82.67480280111016	82.66403517886964	92.7029644472067	75.18314739427629	95.97704285638116
5	-0.7113405058224228	89.49940066534641	77.44142254336028	68.23922860136491	91.93125448255559	91.95417688637207	78.98690687155688	86.29047531052025
6	-15.728516398725414	96.50080384703219	73.63163259703343	83.79077073147569	90.8749540910553	98.83742783263227	68.29331998267175	95.3039041910944
7	0.8942985898120528	78.16195676741305	76.84753511536398	55.70880176065336	78.31740657681962	75.77667368113208	72.09798624604231	47.980132508566236
8	-14.602732183452272	90.66304170223921	54.20036720013156	66.09891953898018	83.78768498575162	85.7820451400693	74.25727602844789	62.1558800944979
9	2.345132417073863	90.51010322899063	78.00210713486051	62.42183592294972	61.43484812784597	-219.7117311357131	81.91559925207972	87.22996254860388
