week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	107.42665429453359	9.606515562445303	1.5654029238223224	16.641955037967733	1.5523365259645114	4.535263277181208	3.132774524449278	0.9106249127484194	5.6002489456539735
1	147.28499434737955	10.036033649145331	3.4500139620422043	16.057762288896228	2.523088810062756	2.745745275020564	5.88158905701054	0.7372469033450018	5.5955762601625665
2	49.573885103074616	8.070733051339037	1.4130695815470604	8.361400090977888	2.1786792730710793	0.39686559070439675	6.291810392776963	1.824836156286148	4.899375340521072
3	83.91597182154328	7.888078929575212	0.21615595393595255	5.74192103804959	2.496986599021147	1.851667016249694	4.605669264773471	0.9791989936145633	7.098271309025549
4	165.89167548150954	16.303991714694526	0.003728821842692841	5.502842060847179	2.5950696106081406	3.0692532137844477	4.158673844836262	1.1191669390203627	9.745149861776575
5	261.03105544435164	8.272648587164724	0.0	3.02359660995981	2.010602215514563	2.8151442278550096	4.007213096165714	0.9648579924438172	6.2067332647900315
6	141.95366570744778	14.40048862906891	0.004333071910812787	4.874453741327368	1.8145671961619696	2.986109066042447	6.322926916922839	1.4512971967913675	10.279905655496144
7	118.30484477927786	11.129825495017634	0.8696598093411838	0.037343475780842184	1.0067774278286459	2.545275638073546	3.72522315714437	0.4117629496930557	5.382992371919407
8	136.2568182819117	13.436102407645123	0.8665414059935213	0.5129999337650073	0.9118789857140435	3.6847996592120644	4.707600083389067	0.8172565084909555	7.5337975064766525
9	112.71841396763847	10.925063633037034	0.6537786024061385	5.803598997016607	1.3091237886492948	2.8060933640327637	7.23514160147209	1.056320334326628	5.893596321110749
