week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.21211828100656138	3.120670715203176	0.09114574869055374	0.02890962246014491	116.90135837035292
1	0.45206736625921207	1.9999950715605064	0.07694142596113726	0.03183602205990216	175.01517133753782
2	1.0363923282548826	10.682628667478832	0.3446559185804131	0.4212216988527855	40.27141955928058
3	0.4906291783179035	1.2246453872993572	0.040719929256845824	0.08023463126757699	87.58367695644603
4	0.8525020422094675	0.6152919392088815	0.1871506969304701	0.038328528520094704	204.33715543270264
5	0.6693906268429404	0.11955119214917903	0.10843262405851344	0.04213743791071741	270.2682800957319
6	0.46419595813530207	0.7455023144975679	0.2711818612826422	0.027329207805132365	180.5267621186726
7	1.3413693543878502	0.20832005777820248	0.38404556432822856	0.03179908762696961	128.2311555145247
8	3.2581526998335173	0.10375252003827742	1.4285987887003277	0.0351731475072546	168.18772400917962
9	1.1593942940369313	2.523936256801606	0.1549512409030756	0.0197899323682934	122.15006622217889
