week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.8150571772536686	0.014923793781283626	116.1770903211678	0.045307429335414304
1	1.167051781460566	0.03654047483272596	175.81878190935396	0.027723672209242076
2	12.164863061335248	0.28929970778512504	42.50425572265153	0.03847888486424126
3	1.1221298023450783	0.020312340712546263	87.97179131224695	0.032876487405689825
4	0.7088966598690492	0.040116058530009456	204.88206611090013	0.044434114759087054
5	0.10233841303490497	0.0329401543756025	270.7462994623286	0.06748132277362243
6	0.48246309008554367	0.03255553474667283	181.4410657591729	0.029409954005565106
7	0.3376755705185774	0.02535198449302699	129.3309059448467	0.17380046092137086
8	3.7331781201047	0.02725166102728904	168.49107951621028	0.04968161632300652
9	2.7550604218147345	0.025550518208605096	122.94466646900577	0.09764886183430659
