week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	100.5558780885471	8.820311641007336	1.177856359612674	12.154300421116517	0.9537422159819346	2.863691957671314	2.0578546994517524	0.603405828954644	4.3874811580747135
1	140.23327241776474	6.646905771001286	3.087965704621247	11.650078871076161	2.1258839801636817	2.2645577918434476	3.211602686523541	0.5693559381007431	2.7719969293685764
2	39.460346203352685	6.36891093537044	1.3279952277033882	8.241350278730934	1.8364501723412419	0.35174922425922084	4.401933362240108	1.703026015555566	3.7129029028689153
3	79.93719467633696	7.388185527970833	0.21615595393595244	5.276921042931882	1.7739705017197327	1.8516670162496984	2.4672324446007785	0.8459947665619802	5.801378475260247
4	164.94158646375683	15.759820234873139	0.003728821842692841	4.925603242771054	1.8916557119192436	2.8854394771997853	2.8266335469770993	0.9407184519454672	7.843225089974759
5	257.88429838224783	7.424826767631103	0.0	2.0787593710535717	1.0584709765442728	2.6490308961785587	2.5439958352785688	0.6904466329086514	4.1977108359013755
6	141.92792589385795	14.39552382058573	0.004333071910812787	4.83111798476169	1.7064082445952673	2.9851477851615087	6.254457010474834	1.427955187340606	10.095876859014751
7	114.66313213553423	10.55654999553741	0.8696598093411838	0.037343475780842184	0.6996615086840556	2.248653518486181	3.250732687286092	0.33184209655732033	3.2033056079629674
8	129.6799523024548	11.222239454735956	0.8665414059935213	0.49857604087026	0.6066795631216779	3.0707502463293714	3.8011758186445697	0.6270249215585268	4.630705062765628
9	106.24291586758113	8.75377926733966	0.6537786024061385	5.777148515066642	1.02568611150744	2.508811452874692	6.277100840795644	0.949120575167969	4.824000325459934
