1	18.20723548786037
2	NaN	18.207235487860725
3	12.069198707377145	NaN	17.04251493745729
4	0.0	9.319134998447433	13.489718165591643	12.760849318026501
5	0.0	17.04251493745729	0.0	0.0	0.0
6	0.0	6.313261563298256	13.852240056151633	0.0	14.446231575131584	1.2118178047516055
7	0.0	9.27010737976362	12.36760885991023	2.0998513053649424	34.04452515707443	0.0	12.069198707377035
8	25.124948813193033	0.0	12.934914513653572	2.0998513053649424	9.27010737976362	0.0	5.385762487771685	4.348461729150216
9	0.0	0.0	0.0	12.20792223178211	0.8801740116224754	0.0	0.0	0.0	15.068647015714506
