week	Gen 0	Gen 1
0	10.595917186588293	93.01879514190972
1	-0.8503373881232265	97.52547625759725
2	33.26173896565408	36.89909880442131
3	15.991402085458626	95.16303552576318
4	-3.580010416036953	95.70405994361751
5	3.7806524429478254	99.90970685149651
6	-3.8913957551941367	99.95559477406672
7	6.925335822115576	99.74401547971762
8	-5.289947389790782	99.96714781023556
9	11.191604326253172	75.15157204965439
