week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-2.7883746649667125	48.71336906802317	91.06263739835471	55.56697696644971	92.09761558779078	87.20655094683801	90.88864055802834	94.74686401953805	67.46549120147405
1	-14.435032010048749	72.51592367005954	80.53935227620687	73.03795969211336	94.01866082796512	79.74727200999526	93.38819643822922	94.75658172236494	93.63316617943082
2	14.917349894328558	65.45702904106922	86.11492573843647	-23.21030470025025	91.34552490828601	95.67344366144081	70.18480420684735	95.7160150264275	84.74506019534194
3	44.87035381319175	70.7307367324019	-32924.63354224676	69.83739770304747	94.15747671932495	96.36526667092664	94.46636967175694	95.43823947497975	90.78367925176052
4	72.28405504169204	93.10152302642231	-6169606.670719819	83.3392631779369	94.65328232706275	94.96269637869639	94.16189999250363	93.44017890967558	93.37630157347705
5	94.23227459444328	84.8236314393749	-Infinity	89.84192281452196	94.91303163020572	93.6488505920235	92.30470113916968	92.00434913253768	93.20168649683063
6	91.40806946036935	92.9976877738716	-3876333.7212265977	97.59460913438242	97.68320104048766	98.32467400272571	95.47150120389229	99.21944001356886	94.52506960563348
7	17.610429484733174	17.706122151368756	-2558.326403054189	34.444069246806144	83.96208681161431	68.85880668510558	66.37758983865969	74.95480123456824	77.8499268375018
8	-20.093319832591956	39.56513478820909	46.62183791730599	79.46791485250357	80.64703475075386	62.64885350621688	55.19724246191089	80.2050707576322	71.04408397303087
9	-0.21033595416659248	78.16746166019199	-1492.621411969498	84.07067774497682	91.26577163050037	76.40345508777308	64.46642316896923	94.89673498791035	75.22263958345509
