week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	-0.14000108980871667	94.30666421867161	87.02173491415954	91.75777052862023	68.8935853822243	93.50215153611526	76.42805466965969	94.62191007711856
1	-10.363611148494671	91.41548525668227	82.00059653346209	88.87932577416775	77.52948941986226	20.984971854652066	93.6151521289762	73.24458627925418
2	28.3123541458286	96.23156906777173	92.45580427218762	76.93359279416158	-27.632021791696726	95.55134959109239	83.2124628939246	83.3124726968548
3	5.026160302929796	95.06258876164286	81.62645225055375	82.42133079910373	74.3932594178548	92.64859558426957	87.67959720458768	88.13268391945353
4	-12.339692422469199	93.35868106198815	51.169931691330675	80.71041252473562	82.1043354275631	94.31197022711042	79.28352226871732	95.96563757769633
5	-0.8363620248792805	91.69193197269378	80.85255647411867	61.8105351332457	89.58442798607693	93.86107869855627	78.41275149948767	92.02365141657955
6	-15.304278409211683	96.54765085505433	72.14995943582788	87.85970855039544	85.64401252718122	99.41789891178453	63.77823670680205	94.77126029493752
7	2.443338871596876	63.07240577636527	58.946930510642794	51.38947460515371	78.23640752394877	74.31860113222709	73.27711906523538	-43.07441516413937
8	-15.870590202436457	82.99179791683939	51.454374032785445	66.42080800941326	82.1258118920188	89.90780568453862	90.25451758671241	74.35197223568011
9	3.3650208047428407	95.62126793081696	78.19880487395515	50.985026321373184	56.31444126959813	-224.59149258016197	74.17880224140377	88.72442149647668
