week	Gen 0	Gen 1	Gen 2
0	99.65516778243084	7.772318434350958	91.89417516649682
1	99.66620437832879	-5.0642037140465	96.77560690353141
2	92.69844123226062	31.369087936654566	12.532853580167924
3	99.86727319707269	10.601311665411362	90.3394280859149
4	98.35673602301873	-7.382953006880307	95.76865441304906
5	99.67262097214457	1.4474462309529745	99.32664079310655
6	99.70941638272136	-9.382235153031933	99.06909661141452
7	97.1228915193914	2.0082241498072673	99.65927165515555
8	92.28170789092388	-11.660812899021925	99.62074979704376
9	99.76603889947067	5.788518680975453	72.43452222351185
