week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	96.99395329413629	80.24211281438839	97.26030515149785	98.19630290047066	6.162340897018205
1	96.1255388509101	89.25766166299368	98.87380736217347	98.70837829214697	-8.553134002034543
2	81.97223457501835	-3.7458391366670334	92.14510823561015	86.84246719716535	28.0242171827429
3	95.66699238558364	84.0199046700628	98.92364783076259	96.93893762549793	9.212163319101627
4	89.50298892833032	86.51363527919149	96.61588965439394	96.99275709872173	-9.064549236055115
5	89.33970972625946	96.51484952817341	94.4476007748139	97.21419903814576	0.7582403846098571
6	94.78202077765552	90.9316422561693	94.1570745213624	98.69766996956768	-10.508624207068198
7	77.0037609898255	94.50740692469518	93.78883034586913	95.6073756697789	1.737769836098361
8	70.92910626186394	96.63605532880362	75.03194073457469	96.2907169002205	-12.743805819069326
9	81.6240099377406	61.864630742425945	97.30732553101097	97.94128534336807	4.33995210001065
