week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	111.61754592178355	3.385922357031296	0.16207098409945492	6.991711220286363	0.08366960150043	0.4705022519878904	0.31496192268643847	0.040462076770260993	1.7801093671577262
1	171.22190572133746	2.400968779698701	0.7423077125313526	2.996910772157693	0.1581612541385314	0.5322130666563625	0.46823523375662085	0.06070898252042934	0.39160025250537045
2	42.228444762404735	3.1479087715842313	0.20674145046055742	10.388965325438896	0.1772628800672117	0.01809729435949081	1.983045042522495	0.14681259879499764	0.5960382792650282
3	47.1752692947303	2.047027610263291	74.40372516237488	1.7259467427836461	0.21187346313155853	0.057518366492994466	0.16226349519782438	0.05898070285637944	0.4845120256809883
4	46.45904142330704	2.430999449890851	223.539433960706	0.8366626404959893	0.1347992698156633	0.14534982046711933	0.2698633052984656	0.06646727300899585	0.6023834398419495
5	15.852988299574042	1.4672635092702697	258.13250799722516	0.2694379346181543	0.09029911898386424	0.22957109570540765	0.24624373797865498	0.05876377707006392	0.44434664427894305
6	13.613816684985533	0.8050035537840828	166.95474445198286	0.2178344197490605	0.0340133656910166	0.05397738040646196	0.3350815915349389	0.013587905363244269	0.43396772920354126
7	102.27944963625922	5.49504734121351	20.080028219596745	0.01741667161150943	0.18424754013577338	0.6190547314076129	3.841793356098067	0.11948282898182283	0.9384513404763791
8	162.63617719779234	8.045907902546288	0.55318210583358	0.12223308640868998	0.16061271451805917	1.387352721991221	1.5772785073054802	0.11252077521045871	3.024828346297999
9	111.59918368680339	3.6473673065863195	9.273164367297277	0.4666734605544411	0.10130219718157894	0.25960831425360836	2.7688797865256123	0.06926585123260458	2.0342088534419323
