week	Spectral 0
0	123.48398922737147
1	165.65527119474802
2	55.15439043623542
3	92.27557604218339
4	196.6710743409451
5	272.9026583288269
6	183.45671336054102
7	131.529465994906
8	150.3331466689731
9	130.67269271127975
