week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	92.34932493018856	70.77359892637962	93.31272163069556	96.15921736667362	98.14028171256535	-2.5984602996331705
1	92.20049045084741	81.82573286418005	97.06480414015883	97.19122723308253	96.1774166694246	-14.985049571919133
2	74.140398321819	0.7103110898759449	92.35933986263343	69.73061587223911	98.10043590364525	24.974880456130506
3	96.84048127607193	78.46002062780393	98.25387805988933	93.00208466067406	97.90846136418074	0.7282429677430389
4	86.48013354174691	83.67913100410499	95.75706787936944	88.40852868221194	97.94683524212809	-16.992347384061805
5	94.76977018753826	97.03952719413157	97.58552228710809	93.43230299146036	97.33922522529396	-3.00446361022357
6	72.51488554340668	93.58382900272993	98.93194383636687	95.0464718423018	98.32870349606956	-19.577264054635403
7	86.14197013633068	84.13504880860204	95.83595586012792	90.74980889407436	93.94535327700899	-4.4925244809839215
8	84.31994606100996	40.90925696372296	88.96910000641648	94.86056766282859	96.03813993457455	-20.448065020692756
9	80.68738330731836	66.59206193014029	98.30107034110594	97.49532664657093	96.04469220736985	-4.212197658797515
