week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	93.32164268560183	84.56295162404237	97.12921410300923	98.55395336194042	5.625781538316598
1	94.79182395806696	88.1829310666938	98.11739569308926	98.64822789941671	-8.35751980476874
2	80.88180472716498	-3.973959806940345	92.43156707818353	89.08469679878797	29.308567096886872
3	95.39003308358397	83.92300374994672	98.46165818643719	97.72963251048704	9.262522288302396
4	88.11089858809319	88.18863781902544	97.58147876524694	96.7024993981129	-9.116448193403732
5	87.33804111654588	95.1820922845993	85.98277019073956	97.97002894102125	0.9058591853319954
6	90.56423172259545	92.05384050907479	94.61465850108853	99.32524205237897	-10.409636681280409
7	79.85759223773748	95.35651071899368	89.93045754817541	92.82719509289194	1.6231226682901934
8	72.80890640321171	94.49446961633144	79.11283122135173	95.71948811925013	-12.877084103446881
9	87.94965220801471	68.15509344460963	96.2653947358863	98.48528639309639	3.6578800116935555
