week	Gen 0	Gen 1	Gen 2
0	0.02101217648588343	118.46619173007542	1.4283055503311677
1	0.026854764687916692	175.46707240864743	0.7429851889271193
2	0.5492470556145966	42.22335610228006	12.1526663094836
3	0.029877150255549455	87.92985346264979	1.0110762637573112
4	0.10838773770802852	204.94521480687857	0.45531257629537314
5	0.013053482757074924	270.7629107732695	0.05348436134463705
6	0.015818324273965997	181.8533701140718	0.08632518639637513
7	0.15636652667636086	129.48446409515688	0.025832807677135725
8	0.5129948476882176	171.5128470850098	0.05543449207986218
9	0.013100004827851078	122.09299490692553	3.530235607948814
