week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	3.458506593133691	96.6347385246622	92.1568302342353	69.53235110632791	90.64473463822706	93.6016724075401	84.06097771144397
1	-8.746883013529876	92.12897263677635	94.10357243964292	74.37370231575169	85.70770645984177	93.41136198391622	89.001067865454
2	28.364164366194338	95.2753830216987	91.02729152376085	-8.919235165688603	89.35523613357411	93.71999099195303	95.35084342051945
3	7.340256099813577	89.88719297042476	93.51229246916112	78.89363256141047	88.83257390844612	96.23964950938665	71.70257113857068
4	-14.141708483471172	91.68015211891641	89.77529112643693	88.60934962991242	87.48384671772745	86.1512128468088	83.66079297596384
5	-0.5523738962600527	93.61205872514394	93.99445047685832	87.008919539459	80.24132000197973	85.66059109479083	73.9428865178989
6	-16.739062703578103	98.09201164840377	99.29298179489014	86.65107224166853	92.6895974360744	94.54203198449818	79.95618691000305
7	-0.07629978666063157	87.90845934652778	85.24510947242564	67.30453637533402	71.1015761818654	79.29974415019797	78.24636097835031
8	-14.402654279199067	91.99976061185173	73.76925102357119	77.78425948480798	79.58099087436243	54.049668975559385	41.4424172682851
9	3.660502369048687	95.9687292129949	-1061.9324266605654	60.92241184459534	88.30818183015839	74.72238563231636	66.0585290799264
