week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	94.38623636256439	87.69185138247482	97.38005573397685	98.62429877988073	5.262003667888368
1	94.46582956880964	89.00048981154151	98.82157913904092	98.66068035874535	-7.906491234722768
2	82.3017503708087	-4.362838728174712	92.23262053710395	86.37828199717293	30.47060618071693
3	92.93264139178196	81.23355293472522	99.29410195766654	97.6826617483592	9.590423899121932
4	84.70848611774929	88.16073840678459	96.10871309496716	97.33667002354233	-8.992653705133534
5	89.30496284258828	97.12731214821122	92.34093259355106	97.61963141940801	0.7780418494400819
6	92.62992891790299	91.28618470985322	96.4912114064034	98.7861677970532	-10.478440251255837
7	70.7827467122764	94.353675210808	85.66791632149908	94.76609816481826	2.18656694128616
8	68.67313713699018	96.3459127544945	75.31418580023164	95.79330126747553	-12.589900405110729
9	90.1998098875239	68.49705455967691	96.44330035891899	98.4859923041204	3.5297338985291575
