week	Gen 0
0	20.805556583682687
1	8.970043148474877
2	33.85495550768775
3	23.43354109973847
4	1.4016912961609425
5	6.082915094415873
6	1.1674107775724754
7	9.626693061037809
8	-1.9620766296137861
9	15.365678260275567
