week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	111.70249728389045	0.03569940576609777	0.03328183032359361	7.1221500112705245	0.6341860171669296	0.21012618430563104	1.4710897702331838
1	171.27786312580295	0.07510802421229758	0.03677437613897304	5.0182969412315375	0.7581584647508346	0.3123449616368484	0.8263570938876189
2	41.323037634609676	0.0687093587087256	0.04528380339868163	12.354661249334312	0.3896285729150303	0.4234054425366754	0.1040314366450429
3	87.01787043354844	0.09671619803073829	0.08517073003806465	1.827610433660155	0.3501183699874712	0.25679773861485006	0.5102990687929412
4	202.41466173126497	0.10246645837275373	0.03726332925818209	1.2883959225466899	0.3298874899912125	0.594458959017976	1.8418979120549142
5	268.4173588897732	0.07051383803986802	0.0365932809630605	0.5466145501554002	0.9304367082918797	0.642487764210341	1.5861271535092485
6	178.13385618592665	0.02588660958390211	0.0022370649904599207	1.3158760564699337	0.5625192660283209	0.2262186853303212	1.992853449245933
7	126.55297156926996	0.06692565390089909	0.031175704623633067	0.990784101404786	0.7117865490979232	1.5393410868179995	1.2380955607168789
8	165.5688278552668	0.05417147149809047	0.014947426195721225	0.790083953151284	0.5060322071673649	2.325820815625695	4.177683472285476
9	118.04644197115051	0.024991930797316445	1.6846147964250002	3.9399963857808404	0.5410190677508111	1.593742149401362	1.3285835192629978
