week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5
0	0.5964729453196504	6.376345948544096	0.256074597337882	0.20594818106617446	0.029072743496242195	113.47764027008206
1	0.7601992228310356	4.306590996668065	0.13545774630505308	0.10709690598924552	0.09892019453553129	172.30915323636626
2	2.2190191703769924	10.414293599004955	0.32163454106201445	0.8656025554903243	0.046176498290900814	40.84424228377757
3	0.24232726954484807	1.7967153475360045	0.043779686550885676	0.38961988222202687	0.05642352214352715	87.36932201829605
4	1.2167017448549744	1.910077012210753	0.10986108005519926	1.1334684248724751	0.05931243026341775	201.73030022116146
5	0.44198282676225203	0.22606991299360576	0.06134979230810636	0.315904423973648	0.06221846651733135	270.4441788792734
6	3.885104419583479	0.693501191167381	0.0143988140008394	0.36574655564381797	0.03952396429661608	177.03083903843384
7	1.2181127330381998	0.8775301530408054	0.09017701078455025	0.3288310012628258	0.06636316201065416	127.76925384842436
8	1.8333870603112148	5.854199389159437	0.301499116650857	0.3403284378872917	0.04843224967504355	164.47254129524995
9	2.276715130534698	4.412648867815924	0.04291614113045957	0.12250178470856385	0.05559252697352313	119.40788495365337
