week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	84.2624591869655	52.989529203557254	57.81320348275659	80.8160008982923	84.71885813882065	-4.173675989393039	59.54967427753388	90.7684520396452	92.85176353938186	91.38924305145343
1	86.2911657813893	80.60144730284013	66.83009225462277	67.38140164627825	82.02769647400083	-11.934035879634312	90.02799279818932	88.99636539341745	88.52632845284239	92.10237117228016
2	74.9718462049762	38.72808314189396	-33.790370117891264	92.43130011102517	72.3566315686123	20.10162578218502	82.4129141574318	92.91280827070578	87.68266167233526	95.82267641657891
3	96.15683743809123	68.5700115711365	66.88240535391029	92.62235238017482	68.9796553085413	0.8794366022143615	81.77397681270251	93.82485683601033	93.83411946450991	96.64950237838079
4	93.50710578470161	59.638208612143536	81.13260078148193	82.5457939041877	69.37854466398944	-21.526507930494603	79.1257487306716	94.22648628221214	96.93452770144727	94.58951728292628
5	92.64974112479737	47.901798010373994	83.92608726420367	82.58675811652103	63.13705852931538	-2.8961415601938927	75.33000089434088	93.95228642814321	90.80923957549558	90.34530962685561
6	96.76051429533337	58.684540793196746	81.0426848509036	86.78674170138639	49.76525415620476	-20.51046253705813	58.379941918568846	98.75777509484895	96.70570353442626	96.14136779444678
7	82.43751872941742	52.45007142094914	30.207209424942903	46.6227429838965	54.24700910789571	5.251426288384086	71.72128522505035	83.15669863205886	-878.4928983535526	81.59821455683456
8	77.91664284822127	44.51862059433916	78.22891514978507	82.25107978153125	17.0663342361454	-17.99684322076173	78.11279236592189	88.48338096906406	61.49800612681543	86.58686977619583
9	90.88313471153113	51.81201227080054	29.658447819386137	91.34641770569293	54.285547137234346	-2.5610347560048488	83.61488416302738	-181.3761844720252	72.50115258414145	94.27847435679905
