week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-5.990998752027278	69.8584542603302	85.14046863921801	60.91401132117713	95.1010952809175	87.12231450987761	90.41832154315215	95.29619000661035	69.62940501761989
1	-13.397152042299767	65.96298376294125	78.35260731050482	61.477151147132346	83.73135458457655	84.45335905914415	92.91848222887076	92.26031348945452	94.65725387595954
2	13.751601462991529	65.60514954347285	84.8509256176769	-24.198020647816907	94.32821327544299	95.84979843422563	71.72447197642786	91.6080878497751	85.63164680002936
3	45.27783069357555	69.71928633361672	-33401.002719229924	68.74393844008254	96.69443371358338	97.98818793117498	96.52187834352989	96.13807951051712	94.24736908317705
4	73.27072392359891	89.8403805397375	-6035837.075303374	84.38911788182565	94.822758709981	92.58057373477561	94.86396062009159	94.8551708901263	94.17432857099823
5	92.6462279363606	88.27178878290661	-Infinity	87.86444654681982	93.04621859438572	91.31054121112767	93.50162187240406	92.54927572163204	92.3578389926915
6	91.66987003275887	94.95953175413653	-3892854.5233683786	97.28643434061422	97.60390638799369	98.16636309592941	96.28002833558396	99.1140671991437	94.22895346500331
7	12.380840932928107	44.05980769765435	-2048.782360928511	50.97960029893965	82.09496401866676	68.92747166379131	48.426534524417804	75.85867600425085	75.489799119779
8	-19.655620132045737	34.20001398120437	49.01816915947381	78.7151952481341	79.60672757389726	82.31163270023455	63.94874283062747	85.00214242202586	71.11920031056273
9	0.9801386494830566	65.06709461182412	-1385.0657714307988	80.28521368062744	90.5976775468873	88.41968551272579	63.02256175459549	89.71895437849535	73.0525105931329
