week	Gen 0	Gen 1	Gen 2	Gen 3
0	83.18695349710035	99.61784012193598	2.778195588880568	99.23616612644098
1	96.3746600486738	99.0661190024631	-9.62755980353597	99.01681475028606
2	1.0279215044598984	94.16760360655273	32.87346611647822	99.2540923541753
3	88.60499020403984	99.65519493802142	10.374841240326951	98.79538608486546
4	95.61378422058047	98.96800425493593	-9.624594134532801	99.01840214195248
5	98.51717623697834	99.31607184765949	0.44314486688838156	98.77562167926396
6	96.16009892700988	99.19458175383143	-11.097178721275743	99.23178772913367
7	96.20871884271727	98.54878324803528	1.4316711744351238	94.85705614913421
8	72.50501605832179	98.76197157932525	-12.33275265602658	97.73733762020305
9	78.29697585656544	98.8139523075413	3.8650296606107712	97.7000623915881
