week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	0.567392304999504	95.24161195843699	83.78616301285791	91.1661083992594	66.14565666685294	94.35729704810556	72.14031002804482	93.90291450073018
1	-10.241119783350866	89.23375945131309	80.3044706817103	88.58348646687017	69.98025404564143	92.56926133627718	92.57154369500279	82.04521832854536
2	28.168331340161558	96.55060073685188	95.44204174182977	74.89305669716647	-28.54770961501919	95.56453768599326	84.73305933445693	87.58833756497677
3	5.357094625317087	93.73816468973772	60.44056078686047	91.01310807369923	76.70143246214981	94.17114049353975	87.61214515080941	89.43503466075671
4	-13.109954316332592	93.30583693551007	55.231435945470984	78.72328047423248	84.8762576801521	94.7352563386133	78.53865949221904	94.66096518436485
5	-0.6023686122336307	90.52490728280326	79.99633601017699	67.03381587336061	92.94486962011615	92.23646711218288	67.01542220760099	92.36380600666487
6	-15.683132346889158	96.2122660295191	76.3694798010415	88.66748449165755	87.37142023129798	97.75725845951384	65.28926081456859	94.18552504279538
7	1.6294233645645104	69.0487718472039	65.07536250972498	59.74826937826857	77.6429324426045	70.50252485128343	74.00193030336796	-23.177869068486338
8	-14.842306397018282	91.26522399391406	-3.2893523894223766	63.395880463961184	83.1959483160443	87.1317512543995	88.08520042075486	75.39417552989866
9	3.3898851604246607	93.9750436537023	71.40864924421814	51.97926363681235	55.551609500100895	-219.52978801388645	77.86532613501149	81.61788705576112
