week	Gen 0	Gen 1	Gen 2
0	99.76826615858118	7.735069502247413	91.84387493279482
1	99.64028075013648	-5.246507302935591	96.49480248432151
2	93.2205921164719	31.363713342539896	12.292076098947376
3	99.7181646334075	10.611610916289884	90.1898972975281
4	98.44168982106888	-6.901707184806483	95.73464226362911
5	99.43091819696454	1.4457039139423553	99.31839195593575
6	99.5739061857782	-9.387497061904297	99.19060976848856
7	97.02175631418709	2.006622147922134	99.5400892735124
8	92.21402057531945	-11.658161295933915	99.60090231992302
9	99.70441274375695	5.796705944123695	72.27797039372098
