week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	4.142252810327741	94.67963469519236	93.89786359532395	71.80448491346071	84.23505433616054	94.96581907316236	72.83145491042457
1	-8.303452791995552	93.9520017259571	88.17213446050764	72.41717489646221	83.69594672197287	94.64248736177267	85.23316396050278
2	28.342764814096	94.4494033830161	93.87925330123124	-5.738194021064078	91.69492360605378	89.86756605012218	95.66302528231743
3	7.227528771422087	91.9329659301721	82.10991361088553	81.32776791023333	91.27083884311281	92.225924096942	80.0120524393144
4	-12.100286053000962	91.44942940899195	92.60848399534561	88.01665855251537	88.98452498300855	85.3656855930891	57.97388769966357
5	-0.6002580190710246	94.64625984473426	92.43305780801099	94.25826816184795	73.67887034366485	81.77549893373256	74.70017963090737
6	-16.780948283675553	98.39442494365773	99.4503774243694	85.76390236501655	95.62894390155826	90.25174660143014	82.29044529902066
7	-0.5034162492539286	88.1636434627197	80.35358375902106	71.90375476171045	85.82910478544	69.22813544047179	79.95446754674006
8	-16.32223466551674	92.99687893695018	77.62103073977673	87.90529967443803	79.69710595625482	63.411601182727296	60.925072854462115
9	2.9450553080062467	96.17311193852794	-1096.6919181955177	66.60720462333224	90.62651869142867	74.33094401736764	71.95650208995454
