week	Spectral 0	Spectral 1
0	0	123.48398922737158
1	0.30037997608124645	165.48964182135683
2	0.33658792394379655	54.90835120047319
3	0.3461496436888809	92.01765539203768
4	0.07012509231260239	196.60094924863222
5	0.3610188673946255	272.55973855485945
6	0.34115600519993894	183.11555735534125
7	0.22971220449850926	131.41376243904438
8	0.3720805682602335	149.97250448590478
9	0.3653143951257183	130.38286366958096
