week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	87.9797037103772	59.46865247494249	29.31024091701152	86.21566948468423	81.38102043485168	0.2034590516850198	56.153234853723156	91.70881435002788	92.97107149561286	91.28467451577575
1	89.112669621065	70.20985315383169	53.65360031741635	70.95146769474377	80.82709884334164	-10.509282570356557	90.58827491993559	91.3419446540241	81.18049148201405	91.71363135426232
2	74.69266411349122	40.59941002052729	-33.94870052725107	92.0216532464098	76.35454068627634	19.58812032629665	82.62822160929973	92.41209980912116	82.24813826153004	96.18106129459764
3	94.41007268101436	72.07782661186198	69.65632851738519	88.36981416227503	74.77377272906331	0.33649886694392006	79.94064202821455	92.83922975477165	66.69245297173745	96.4760388575466
4	91.950705822788	44.88794243695211	79.17183074983227	81.31091325424256	62.51354922551866	-19.308570420168923	72.92883120106288	93.78337136256117	94.3303101634699	94.37435605325797
5	91.32947332458475	46.68813337294968	85.72753185186868	78.51537620835234	57.33443641730035	-2.814868747728428	80.98130688717126	93.0711469799838	85.89956206466067	90.94174197856964
6	97.06051283557456	51.42540338802439	80.0243871825573	92.5612221856864	60.3324333654624	-21.091547179650817	59.57211700749563	98.70972065681437	97.09838979559385	96.45632155015777
7	78.56003098408762	29.766624610934066	50.386537200048	49.76330686534644	62.41694642482456	7.206463066994971	60.21277448588223	75.00103420584614	-1030.2727493494688	85.60188700000447
8	71.59496628026749	47.09050527230973	82.99658229318756	80.47951601928455	16.080491212043764	-19.587646384381912	76.22786975824947	83.44389901249036	70.92696715882155	79.86234889936698
9	83.10919675137751	59.564483820756976	44.260148430082154	91.33897997030678	59.739544843293125	-4.716274107075254	84.13830432637982	-210.97330951642272	93.80942678154058	94.39677358053144
