week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	113.10167658794238	0.041803174184482615	1.1663340466140388	0.27894431131983616	5.634024595901562	0.02597782741111756	2.13316573072295	0.07535573903768747
1	171.32523338473428	0.07440436358192518	0.9540415159152772	0.6103624570224817	4.9106727507987875	0.06293625767742331	0.620957815738525	0.44112265745324
2	41.03522734236196	0.023721835797630007	0.08332028380558915	1.294955202401439	11.181064375770726	0.041603394773501515	0.986951895989354	0.2618420905142577
3	86.01568190948325	0.05712837051230379	1.288575161501491	0.3421511942191381	1.4184332595368891	0.04087006482503656	0.9280755394534045	0.17448586729162735
4	197.91063172232154	0.06337835941678913	4.664893263072651	0.7681742378172196	0.8428411918136498	0.03298945513693321	2.262525174339495	0.09068670906597767
5	267.1673945463639	0.0623473358916659	1.2026011878541745	1.3622485252952672	0.23878903478508343	0.051963297686683695	2.187752483356576	0.09739064614252749
6	174.5771170582978	0.0349356991164753	2.0211276655468944	0.5064083346457335	0.6586574372643975	0.012868367536785077	4.400551520151356	0.044586977747883665
7	125.37409782657623	0.12735737909368927	1.3521373151560474	1.7610185488547274	0.059705818855920426	0.06357674548918021	1.4520187908855935	1.523865997984141
8	165.55257414992337	0.07756367282905147	8.256500814287946	2.0588446645379923	0.14872938500493477	0.051135322988016395	0.8872432888114802	0.3287736985728935
9	116.37126832841562	0.0424557041714494	1.4085565970467908	3.774210088816902	2.741982714139982	1.7023240393551173	1.403923112295894	0.2594741744881891
