week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	113.63393327517704	0.03335424711071481	0.03440264175423841	4.85979028317072	0.5741331667596922	0.21481768793902656	1.9951472481044323
1	169.00213789200387	0.08721562607965869	0.032988140740432124	7.27171830648959	0.6635302844653073	0.4674819783957504	0.46689394967111497
2	41.87699862579024	0.10325116766495848	0.026322220126948327	12.387683913469724	0.3673751689421923	0.5457338881039007	0.06973174379136893
3	87.53838410752235	0.1376980437668483	0.09589430041651743	1.5775554054654388	0.21913465133508028	0.24183990387415621	0.5544101889064958
4	200.91963247847116	0.14075385395636006	0.039334788563444224	1.226109215934995	0.3330919437993168	0.49996197606395376	3.6534475013707355
5	268.38206842917043	0.11849768437092872	0.04740401734504312	0.3592897745121162	0.403151265317206	0.7395471959408191	2.127175626016288
6	177.57884479477303	0.05178654652449216	0.001875343752881895	1.0988308420654989	0.44085637052393156	0.2684211476070189	2.7152758023858663
7	127.4310457014764	0.0670759973125769	0.026634327065565205	0.8650177978580849	1.0447200468993576	1.040457361953824	0.9301184795466961
8	164.99071540407436	0.045360651908144596	0.014327463102129297	0.7438956440817778	0.6218711341729031	2.3399738054967334	4.472403769592632
9	117.7494251110801	0.02675453911760953	1.7244518170728933	3.300630442534208	0.31529988758507255	1.6212127831525458	2.396697971647677
