week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	6.342829218638426	95.75817166667876	91.45396363917135	57.202430765768206	89.21900955858186	93.33924624437543	72.95432280262436
1	-8.021167629744582	94.97943230618576	92.10672387129304	70.82346539566706	88.69353981862507	94.95482057155232	78.98979770053074
2	27.77467446707061	93.99035807212167	88.60104102051154	-6.077696595064742	90.01942603700431	91.02106542710239	93.45130996505557
3	7.1897187631297	92.40940616256552	93.14576349306708	80.01156888205465	88.46217849974599	93.65023141914564	78.67417717177926
4	-12.973237411177402	91.4375871609079	92.04343590648192	89.11546056918597	89.74235875560959	84.79868877137284	58.11846078328661
5	-0.96915873753878	93.21080055082062	90.08530390966723	88.94084050654996	87.98097084880104	86.08422270796719	76.96212262512526
6	-16.693634602539127	98.90349722014868	99.25783810661773	88.10626962994502	91.70975512035673	87.40867717829445	81.64310943085094
7	0.11694709920661935	86.9757038322723	80.08581027986153	71.37268118820579	81.64038340220183	70.76740562369386	80.09135117130431
8	-16.282190128108084	93.11325396955303	77.29302130144346	85.44012592680397	78.76361215861118	55.84853121592074	39.86555349573636
9	3.1587811692200076	96.64482391656796	-1074.2970682883954	65.28337511758035	89.6195326113171	70.37814055236132	71.41380385154265
