week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	0.3504059182025611	2.1347305588188323	8.777661466426098	0.8672904022562506	1.1216318773091363	110.97320607347068	2.084328824037582	0.06683491220366262	0.09271946028592182	0.015424987190916428
1	0.483766788685201	2.1658048603835223	5.847156900769533	0.3863707020997248	1.186801799171717	170.20032103532685	0.6373104497237948	0.2248421989704519	0.36459431260180414	0.032540493011608655
2	0.9387419843528243	2.7176838094150155	11.185128036378677	0.14118346542304694	0.7725797009551331	42.72822729969589	0.8387560425880517	0.07672630976120104	0.19414289339574936	0.014637627313575926
3	0.185060491529018	1.7004811054986546	2.029438699248094	0.4520771721337678	1.2046192125994528	84.70109871141175	0.8347744030700645	0.07035628558554775	0.2214552351041194	0.01654605105619898
4	0.1844870311357556	7.905898714534021	1.0793421599817943	0.668668824244102	3.9075346730404954	191.70234524132505	2.0352506148922207	0.048250511752881524	0.038007512326827336	0.011406805939015092
5	0.1543996879447788	5.3292926817937	0.48457129468943605	0.49352649444678043	2.380371057203002	262.91129084626857	1.11047316075516	0.06325137817843486	0.03386603302185344	0.03547088865899161
6	0.07266201063645882	6.92418275765135	1.066624060984783	0.5999917931492837	4.94893505353324	164.645814134849	3.971722685510816	0.010131242928085234	0.0036986564704794157	0.011429393769997648
7	0.3529301722799044	3.270510418557544	0.023817832198003288	1.3913085897925062	3.032007879826895	113.92553217694913	1.5734606227195485	0.054098126957683665	10.105831701153464	0.0700545516963263
8	0.17173814839744309	2.1455979672480323	0.1249818245185643	1.0195669712081539	10.765004616525957	162.47795428146532	1.4482022575422686	0.049872800328062086	0.47798815261378574	0.06528437119708995
9	0.22061719424622228	5.09718681798429	4.817142434190728	0.6410050775824193	4.184836211820816	111.74318772807086	1.064075737171829	1.7222491890921934	0.07889888093019208	0.02351281788240582
