week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.16231173896012632	2.9002307490848485	0.1415388855570566	0.027243557881424213	116.98289633749621
1	0.291371638051672	2.0824750815386537	0.03896988492910961	0.04388905629580556	173.91219336527197
2	1.0661887713294396	10.715438048308526	0.3420532032505454	0.42595764020538823	40.84775852857192
3	0.16966096988104082	1.263484392521916	0.057054031020990235	0.06319097694803408	87.7036087934118
4	0.992054173981796	0.5917574328527828	0.21371840865865024	0.06664494534925144	203.13626652997127
5	0.5814515716657191	0.2753033941465723	0.13101369734877244	0.03864303167755075	270.27696318200424
6	0.3858481474985578	0.578228961354224	0.07980035524330323	0.03564195203913454	180.96876777397833
7	1.6302229474488028	0.07674835013905565	0.30052669966885853	0.031514449286469425	128.14664377487765
8	3.0564455628656906	0.10269455210091993	1.7525067370720175	0.04461215334743841	167.91132023103694
9	1.1187526379464543	2.602254261082091	0.0728533290110505	0.01774354317452988	122.46893514419124
