week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	111.1706484295648	0.03491070273569094	0.032481754659113286	7.0979029428527385	0.6580071451832354	0.14666705668034502	1.89292376898735
1	169.68774840602464	0.07243705307773399	0.032079819960142704	5.651817020010991	0.626838152386233	0.653658705154243	0.9902960962767529
2	41.13270359472217	0.11742887076557183	0.08692077467784912	12.122841223046603	0.3560315000045449	0.45493624728813287	0.09424709167600098
3	87.37347096174516	0.06994412258591078	0.038481683846519066	1.6798489005383406	0.34046657613456555	0.20925923593961376	0.6363703204385266
4	201.52024327748666	0.1089292567290501	0.03791039632938672	0.9944830191904624	0.5974115242211335	0.36675073779400513	3.1311714545727543
5	268.38109319532987	0.08544487134314044	0.038837218778605374	0.30083689139354386	0.8029315550060081	0.7334882673532679	1.2654619452505578
6	177.40168563427468	0.03897543833176176	0.004418629864294091	1.2552394916085656	0.5945022433906221	0.3744482598366133	2.4681215275883783
7	126.60941180976576	0.07286106357883641	0.028028930344578155	1.036664283779337	1.2179722198620824	1.1558421909453596	0.8022725160909968
8	166.6399558527379	0.05889757509639298	0.013943683946589736	0.6753941966065078	0.7115860924436402	2.241260902730847	2.977035862637229
9	118.86419142368752	0.04195613071534348	1.667011597261318	3.315744265818095	0.27167053212997905	2.067417422183794	1.4740512002165795
