week	Gen 0	Gen 1	Gen 2
0	99.6108084397834	7.808295326106182	91.6341307363621
1	99.63945681669381	-5.767328884373813	96.4559855505392
2	92.7792883231767	31.35212812189651	12.551525197695954
3	99.49445353748956	10.619770318525102	90.37689060629984
4	98.38002319089009	-7.38142515598309	95.80032847843728
5	99.75603431761729	1.4451851058399379	99.35154712969918
6	99.75503694893104	-9.396150016401188	99.24253035750714
7	97.11254213390005	1.9986757787377696	99.56015160491674
8	92.67511463495813	-11.661364689129176	99.31759957590262
9	99.75579781100818	5.590633667991279	74.25769884052905
