1	20.8056
2	10.5967	93.0107
3	99.714	7.80319	91.5798
4	83.3652	99.5345	2.72243	99.1172
5	95.4798	81.5408	97.331	98.393	5.98595
6	92.5269	69.1102	94.4565	94.8639	97.8971	-2.52426
7	5.12415	95.4979	92.6901	63.0231	86.6837	93.415	77.1299
8	0.730083	94.5601	83.3803	91.6113	63.7679	92.9046	75.0914	94.6198
9	-4.16361	67.7756	88.0122	56.5722	94.7601	85.6786	90.8964	94.722	70.0604
