week	Gen 0	Gen 1	Gen 2	Gen 3
0	4.907476754403673	0.013117919375617099	115.203201515006	0.04201995392963643
1	1.4044013535887672	0.04566989284878147	175.60599869695812	0.019468206606569984
2	12.166965034903654	0.3020031795997071	42.559794046545846	0.02254819495434096
3	1.1409709259536298	0.03250269079997865	87.850813089622	0.029885856076690274
4	0.5701730461861986	0.04627442846972672	204.98631215359393	0.04816871626917078
5	0.4779655447967734	0.02338903351986339	270.45842488993515	0.04930152858427824
6	0.5104522916646246	0.03060507721228089	181.4323085926523	0.031198149935773974
7	0.28901806731985186	0.029302284194752806	129.41341545760125	0.09621016985107078
8	3.3825215191281273	0.04400396905853036	168.74383749180382	0.08024624950607688
9	3.2955071527931032	0.02317739546413454	122.328770889082	0.08974243384720425
