1	18.207235487860913
2	12.60566891556452	46.02772122763443
3	54.17727215463166	11.94480026751585	37.89835193666637
4	29.12394070409553	55.60668234693734	10.628258895505253	44.15410400575378
5	30.24180543477432	32.22721472893661	42.706919641328014	47.038105730117636	11.56459299156717
6	22.770909150860614	26.47818329995455	44.11402217931787	29.196572214234063	43.75972297312547	9.192955126952484
7	10.226723462379766	33.833871579564274	31.537906654310323	27.353533594907702	29.245024764402228	32.187621840443335	31.31320941136739
8	8.50536720914793	37.060855023052966	38.76059678760927	29.425573572913027	26.965909994425964	29.87696153037161	21.29483744842866	35.506741020040856
9	6.395783477672828	8.184069617411218	24.756984819177195	26.965909994425964	38.560859708603	36.85720579707606	34.31207118828604	33.73717097927141	21.655604944498375
