week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	88.7654538765014	56.3823117917928	52.45506226300262	83.66714478482015	76.95365061956491	-2.8651861781973076	53.1089082532483	91.62672068601688	94.62465453647336	90.05533169799722
1	85.84674788211512	71.73533315328726	71.76461480747066	63.02295098894034	76.46100491576559	-12.61608600105992	88.41726170617189	92.29567925797781	86.78587264808895	89.7104583240974
2	71.61445444313357	35.11617315784973	-35.23158175689055	91.20364861692276	75.88219396878031	20.473645838483275	78.61807404099075	93.32966000946203	89.4737794521906	96.03111308351076
3	92.26268362814581	66.79143303497452	68.50566567108626	85.00924637222907	67.63070876950373	1.4824286032673601	81.78621579988933	93.04804710484781	85.7409826905412	92.53356781121684
4	94.5122942199801	29.921212287245595	81.30054729546819	83.30778232600119	65.4329317614475	-18.66872836555568	76.92367533399863	93.68832828722029	92.93187462133459	94.85851722140556
5	91.99930876715752	55.470838530772795	86.82020983829332	72.56212179457962	66.09426234970913	-3.33697041472074	80.0934535618633	92.00482620299665	93.12679432450047	93.19912420916924
6	93.76534514347586	57.25098183268466	83.5159945290843	92.61506929111883	56.296999926242655	-21.069416517038636	55.94858707828922	99.09342830024669	98.27199903216976	97.09338833267915
7	71.28697464257853	42.39471941440385	31.38399045908701	54.5893382666764	45.148906480523856	5.845210071516249	71.76263889724316	74.63240437010981	-854.0560446669293	78.80038933419301
8	86.32409503886166	55.48252560045541	83.64413343401465	70.8499564515947	19.17358482346763	-18.803774797216338	80.97493091606955	86.75020230635982	68.3285828937373	83.2169049664432
9	87.98743536268131	42.97021933728198	44.11119934351048	92.12078475602884	58.45186048909614	-3.2204694325822354	79.60488895773436	-213.75503741004084	89.94304839460834	94.01838160877102
