week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.6261658427783763	0.01614292534452807	116.48237273053768	0.035630619605176286
1	1.13003920049391	0.044581950620633366	175.82606920432625	0.03665365293271426
2	12.163451180184774	0.2979830912054857	42.48478186895312	0.048530521226199656
3	1.084423000832165	0.02335057929496154	87.92667610276607	0.03153936294711438
4	0.5900174764795673	0.08148742676964091	204.89865945934926	0.04015014339226123
5	0.16849043981631381	0.02974558828815886	270.7109165774968	0.037568362099392766
6	0.3843042277763679	0.03572794632733789	181.55266663802004	0.03653324674238425
7	0.3291335844801468	0.03143202450683923	129.35603438885767	0.08082826909103394
8	3.32692567618829	0.025848366003729105	168.77739754560525	0.07693303741318124
9	3.3637156932262084	0.022020515536231102	122.29004890546489	0.09716856087597756
