week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	5.52426519265984	95.78894766728554	92.01961904674943	59.05135873007939	84.72788116327514	91.97527773511382	79.87281952284148
1	-8.731116689951904	94.2491738092351	94.40392236277387	73.5175135878284	86.7197958712886	94.40644636623051	81.96585865946635
2	28.536812989817793	97.24097745297429	93.73081721967392	-7.57135431871159	89.48613088593373	91.4922899468017	94.2399472140232
3	7.425364346587497	93.24659218296077	85.36626913143499	78.34960290727305	86.95540606054173	93.97374576413424	84.97119914726422
4	-14.125207212225524	93.73243402067769	92.94291407676704	86.49469829089881	93.06617864623864	83.01769028345755	83.35637710185458
5	-0.6177043848685942	94.0138487293973	92.43157038971799	90.42265646989335	71.29905839267654	84.14922761222437	77.00709624687845
6	-16.74211902549029	98.14577979062076	99.54015310879953	85.70769795013487	90.0419305632942	94.05594648849103	81.81061250151114
7	0.3578186652610546	84.00457496948435	80.26823618017546	74.04284873983976	76.81722945828146	60.53929738354267	75.44242496527515
8	-16.158697225457775	92.06389587301105	74.43384799445778	85.81074174196115	90.2978976803054	56.98056485788096	54.88299641784761
9	3.5778516055953147	96.61662385172683	-1088.1772827867603	53.636954969582206	84.16571055199978	77.62239410391224	78.06552761320306
