week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	88.15953595270598	51.562350312628745	44.66914677270274	80.30691663407801	78.99835987418852	-0.9811565340902271	52.500318408559835	93.052152999556	90.23371701020909	92.07374963012158
1	91.40898022719638	74.59004289695564	64.76544844888356	76.21675212817243	76.24596761587593	-11.843942232969864	90.25001998927672	90.90562477469484	83.76873618586792	92.44481592182775
2	78.6676995651433	39.04498671129741	-32.32683848170596	90.3572301267923	74.73720606265177	19.811932700035882	78.53561628894128	94.9670132511385	82.83746545953714	95.7656458162881
3	92.88416386824622	65.78520697048216	68.88346372065784	86.86707330581265	78.60029464954836	0.5419498078601626	84.09381809708952	94.10691497493076	92.18637851297972	94.39186152997868
4	93.34815593866144	41.61523754260424	81.55065071904555	88.05322228821579	63.4557727721644	-19.257177043848287	74.4939671675162	93.30356011959718	93.34026838269376	95.68082300961352
5	91.37337661807375	60.73919613766472	82.79890291185683	78.69953255220614	65.26016440362628	-3.3071759464683064	71.13112342020645	92.76511419221714	89.90174218553065	91.28484782699579
6	96.2758236634966	48.31898810891258	87.22404730334856	93.01922375760027	50.74715364839702	-20.200426573820994	59.31011423737075	98.54828170344643	98.78350036099224	97.0045277285719
7	65.11394314973758	32.95722876282203	39.00265586911959	51.08332188482269	19.086922496818005	6.047364376817031	71.91422898824155	81.06921713791067	-711.1059612213469	84.71315962163793
8	71.93704368858499	50.44371363678128	83.25114970125881	73.21329747205966	21.868264241432893	-18.019555959464732	83.56027321641618	77.15534614369577	75.25616838793925	77.97598005802034
9	85.42014935200667	62.9201856548706	46.117032597242655	92.78019891505288	59.00012108866848	-5.307351668170733	82.75732996432424	-192.44342363135428	91.20887614590669	90.6819262552609
