0.067485,1.5452,1.66,7.9255,-129.01,0.50732,1.0966,0.13542,1.5998,-0.039069
0.024657,1.0761,1.7104,4.7067,-166.83,0.20029,0.84129,0.22127,1.1056,0.19222
-0.0031363,1.0737,1.7126,4.1379,-140.51,0.65234,0.56292,-0.00017313,0.86752,0.37612
-0.010519,0.56152,1.7052,1.7228,-103.16,0.19273,0.46376,0.01486,0.77486,-0.21406
0.055972,0.72474,1.6996,1.57,-37.012,-0.022289,0.33054,0.054191,0.52,-0.41153
0.050452,0.44852,1.7084,0.71595,-26.998,-0.27326,0.41669,0.01236,0.5986,-0.26031
0.046674,0.89368,1.6948,1.7626,-6.2918,0.17489,0.30211,-0.046489,0.73408,-0.35869
0.064339,1.0241,1.6879,1.9695,-1.238,0.075699,0.25055,0.12988,1.325,0.050999
0.037969,1.1599,1.6922,2.141,-17.458,-0.1597,0.26458,0.18319,1.0814,-0.17116
0.02124,0.76655,1.6787,1.3611,4.2165,-0.2075,0.32811,0.16334,0.85553,-0.18376
