0.025989,0.40441,0.22378,2.797,0.55558,1.5563,2.2017,2.1404,0.11441,2.9017,5.7071,3.5557
0.01678,0.38214,0.29861,2.1497,0.50182,1.6292,1.8789,2.2431,0.09344,3.5436,5.167,3.6124
0.032732,0.34772,0.39915,1.5956,0.57802,1.6231,1.586,2.2676,0.11399,3.808,3.8119,2.7038
0.0142,0.15689,0.4692,0.9335,0.76188,1.6249,0.96012,1.4013,0.13018,2.524,1.682,2.1045
0.010941,0.10738,0.32964,0.89757,4.2273,1.643,0.88838,1.4266,0.11685,2.1086,1.4369,0.90813
0.030345,0.13207,0.32257,0.74979,0.7461,1.6225,1.0777,1.0741,0.10676,1.6958,1.0003,0.57668
0.074191,0.27547,0.30868,0.64444,0.14608,1.6404,1.1275,1.2926,0.10842,1.3036,0.25374,0.81837
0.021624,0.31747,0.34916,0.87043,0.18763,1.5836,1.6305,2.2257,0.10119,1.0943,0.18641,0.96505
0.056616,0.20323,0.25736,0.74555,0.10672,1.5991,1.6297,2.4886,0.10235,1.0637,0.38397,1.029
0.095285,0.23636,0.369,0.49116,-0.2526,1.5977,1.2856,2.421,0.11352,1.7629,0.32573,0.61525
