0.029848,0.19728,0.73314,2.5448,-0.064948,1.548,2.2158,3.2293,0.1385,1.0798,3.7072,2.7694
0.010859,0.1977,0.28483,2.2204,0.31141,1.6062,2.8322,4.9467,0.13429,1.7295,3.7538,2.8336
0.01561,0.48438,0.32656,2.3445,0.3415,1.6264,2.8101,5.459,0.1342,2.7583,4.2853,3.3647
0.035431,0.51598,0.39009,2.4962,0.64724,1.6246,2.4824,4.5719,0.11415,3.042,4.4921,2.7424
0.015238,0.44846,0.42946,1.8595,0.45296,1.6265,2.2958,4.8536,0.098442,3.5004,4.2243,3.2516
0.034236,0.39077,0.47022,1.2343,0.58471,1.6004,1.994,4.0571,0.12366,3.9453,3.0678,2.3044
0.011862,0.17382,0.57856,0.58495,0.86002,1.6286,1.2731,2.2204,0.13844,2.5159,1.5789,2.1113
0.012935,0.12853,0.40783,0.67272,2.5608,1.5698,0.90692,1.4262,0.121,2.0961,1.8029,0.71771
0.032564,0.14722,0.40029,0.57662,0.88058,1.6079,1.2368,1.4845,0.12339,1.4872,1.0681,0.34961
0.081871,0.31516,0.30917,0.63617,0.22224,1.5793,1.1468,1.3813,0.12225,0.9193,0.30281,0.52907
