0.018828,0.57133,1.7574,1.6455,0.84317,22.165,0.17756,0.082042,0.17479,0.8241,0.43724
0.020789,0.37691,1.5279,1.6985,0.98456,1.0725,0.1932,0.098805,0.038452,0.95923,0.25582
0.021947,0.13561,1.2371,1.6879,0.97716,-0.68875,0.26849,0.10974,0.13593,1.1995,0.21658
0.015003,-0.11716,0.91028,1.6749,1.0549,3.1879,0.518,0.12175,0.15665,1.1972,0.15925
0.01087,-0.16212,0.68643,1.6515,1.1426,2.9783,0.62303,0.14526,-0.091556,1.1216,-0.12578
0.017411,0.20176,0.56374,1.6581,1.1554,8.5628,0.42188,0.17201,-0.088755,1.1033,0.13524
0.031286,1.1049,0.6882,1.6355,0.95015,17.936,0.39547,0.14885,-0.05654,1.1663,0.021692
0.03114,2.0325,0.96602,1.6213,1.1454,15.419,-0.037667,0.1233,0.11027,0.83446,-0.20147
0.035544,2.4118,1.2579,1.6152,1.021,-8.8783,0.078817,0.16152,0.15077,0.29366,-0.23319
0.061052,1.5663,1.187,1.5961,1.0451,-51.332,0.22974,0.21172,0.16347,0.27652,-0.19994
