0.19586,0.014495,0.27948,0.46771,1.4809,0.11378,-0.3365,1.7799,1.3506,2.2504,0.11048,0.10925,0.38625,0.32586,0.065423,0.71108
0.27259,0.014306,0.32988,0.44005,1.2703,0.12029,-1.0386,1.7678,1.1866,1.9321,0.12347,0.17244,0.73856,0.18606,0.0727,0.60656
0.23683,0.01421,0.43114,0.42897,1.4089,0.12173,-1.0827,1.7687,0.94517,1.3859,0.12299,0.17115,1.0105,0.088824,0.083067,0.46548
0.18918,0.013866,0.45746,0.45255,1.8876,0.11843,-1.0513,1.7493,0.90706,1.5607,0.11481,0.18778,0.99739,0.29324,0.087771,0.30906
0.1381,0.013404,0.40372,0.48314,1.2637,0.12075,-0.94728,1.7421,1.0413,1.619,0.12397,0.017962,1.1168,0.11449,0.077429,0.21497
0.23004,0.013398,0.33687,0.40981,1.0801,0.11782,-0.66468,1.7398,1.0793,1.6114,0.12065,0.11957,1.1051,-0.028256,0.066296,0.26514
0.26005,0.013297,0.27301,0.34667,0.78129,0.12021,0.070068,1.7203,1.3061,1.7782,0.11522,0.17099,1.0473,0.2207,0.041921,0.35122
0.19046,0.013231,0.22935,0.36011,0.64523,0.11708,0.0089681,1.7245,1.6279,1.9266,0.12138,0.08441,1.0778,0.31159,0.049086,0.74263
0.13522,0.013106,0.2416,0.33692,0.88063,0.11703,0.24252,1.713,1.9164,1.7637,0.12089,0.067988,1.2144,0.35536,0.062327,0.94352
0.14308,0.013047,0.28261,0.44063,1.1801,0.11762,0.26998,1.7026,1.6282,1.4823,0.11869,0.061422,1.2343,0.41965,0.051103,0.82024
