0.034194,2.3335,1.7672,15.999,-212.61,0.36218,0.93652,0.14215,3.365,0.15588
0.00060528,2.1044,1.7669,14.947,-237.96,0.31714,0.87263,0.19788,3.564,0.36792
0.027332,2.1932,1.7619,11.806,-226.5,0.41245,0.77992,0.1407,2.8773,0.1746
0.067113,1.7211,1.7605,10.428,-239.13,0.57669,0.58705,0.14497,2.5032,-0.17009
0.02767,0.8985,1.7567,5.6897,-263.07,0.43353,0.27106,0.19624,1.9962,-0.15624
-0.018042,0.85977,1.751,4.6893,-214.51,0.67704,0.19043,0.031066,1.5331,-0.05189
-0.020484,0.50505,1.7466,2.3726,-162.58,0.15304,0.19036,0.00050147,1.0579,-0.25199
0.049834,0.82261,1.7399,2.1241,-70.339,-0.19117,0.25919,0.070977,0.65283,0.02931
0.052155,0.55305,1.7357,1.759,-33.726,-0.16778,0.22264,0.023904,0.6564,0.1502
0.033851,0.71853,1.7312,1.2647,3.016,0.26621,0.20713,-0.034481,0.68927,-0.29239
