-0.0071604,0.47459,0.42351,0.40537,0.72015,1.7483,1.5502,0.11257,1.5363,0.94542
0.018965,0.39217,0.35934,0.083317,0.6691,1.7457,1.5103,0.1253,1.1101,1.0123
0.023961,0.48573,0.19764,0.78842,1.203,1.7417,1.8907,0.12367,0.8897,1.3716
0.010691,0.4052,0.23114,0.66682,1.997,1.7417,1.7065,0.13325,0.66119,1.2781
0.027228,0.47845,0.47355,0.93491,4.3355,1.7365,1.4993,0.13971,1.174,0.63532
0.0018273,0.5837,0.44297,0.71822,4.4386,1.736,1.5294,0.14552,1.8132,0.99443
0.039494,0.45892,0.4009,0.76514,4.2454,1.7389,1.3958,0.14932,1.8152,0.79593
0.020589,0.50131,0.47489,0.85321,3.3387,1.7343,1.4431,0.12937,1.651,0.80501
0.026363,0.48249,0.32104,0.38099,1.4618,1.7261,1.559,0.13157,1.8254,0.52304
0.035975,0.47673,0.22349,0.19858,1.0351,1.7261,1.5559,0.13789,1.669,0.76363
